"﻿"""," الكاتب""",-1,NOT FOUND in master list
مش اوي,-1,NOT FOUND in master list
مش باقتنع,-1,NOT FOUND in master list
مش راغى,1,NOT FOUND in master list
مش لمة,1,NOT FOUND in master list
مشوق,1,NOT FOUND in master list
مضيعة,-1,NOT FOUND in master list
مع احترامي,-1,NOT FOUND in master list
معاني,1,NOT FOUND in master list
معجبتنيش,-1,NOT FOUND in master list
معجبتنيش ),-1,NOT FOUND in master list
معجبنيش,-1,NOT FOUND in master list
معجتنيش,-1,NOT FOUND in master list
مغالطات,-1,NOT FOUND in master list
مغرقة,-1,NOT FOUND in master list
مغرقه بالتشاؤم,-1,NOT FOUND in master list
مفيد,1,NOT FOUND in master list
مفيد جدا,1,NOT FOUND in master list
مفيدة,1,NOT FOUND in master list
مقتنعتش !,-1,NOT FOUND in master list
مقدرتش,-1,NOT FOUND in master list
مقرفة,-1,NOT FOUND in master list
مقرفه جدا,-1,NOT FOUND in master list
مقزز,-1,NOT FOUND in master list
مقززة,-1,NOT FOUND in master list
مقلب,-1,NOT FOUND in master list
مكرر,-1,NOT FOUND in master list
مكررة,-1,NOT FOUND in master list
مكرره,-1,NOT FOUND in master list
مكملتوش,-1,NOT FOUND in master list
ملحمة,1,NOT FOUND in master list
ملل,-1,NOT FOUND in master list
مللت,-1,NOT FOUND in master list
ملهم,1,NOT FOUND in master list
ملهمة,1,NOT FOUND in master list
ملهمه,1,NOT FOUND in master list
ملىء بالشجن,1,NOT FOUND in master list
مليئ بنظريات,-1,NOT FOUND in master list
مليت,-1,NOT FOUND in master list
ممتاز,1,NOT FOUND in master list
ممتازة,1,NOT FOUND in master list
ممتع,1,NOT FOUND in master list
ممتع جدا,1,NOT FOUND in master list
ممتع ورشيق,1,NOT FOUND in master list
ممتع يشكر,1,NOT FOUND in master list
ممتعا,1,NOT FOUND in master list
ممتعة,1,NOT FOUND in master list
ممتعه,1,NOT FOUND in master list
ممطوطة الاحداث,-1,NOT FOUND in master list
ممل,-1,NOT FOUND in master list
ممل جدا,-1,NOT FOUND in master list
مملة,-1,NOT FOUND in master list
مملة جدا,-1,NOT FOUND in master list
مملل,-1,NOT FOUND in master list
ممله,-1,NOT FOUND in master list
مميز,1,NOT FOUND in master list
مميزة,1,NOT FOUND in master list
مميزه,1,NOT FOUND in master list
من أروع,1,NOT FOUND in master list
من االازم,-1,NOT FOUND in master list
من اجمل,1,NOT FOUND in master list
من اجمل,1,NOT FOUND in master list
من اسوا,-1,NOT FOUND in master list
من افضل,1,NOT FOUND in master list
من الاخر,1,NOT FOUND in master list
من الفوائد,1,NOT FOUND in master list
من رائع,1,NOT FOUND in master list
من روائع,1,NOT FOUND in master list
من سوء,-1,NOT FOUND in master list
من غبى,-1,NOT FOUND in master list
من نجمة,-1,NOT FOUND in master list
منطقية,-1,NOT FOUND in master list
منقول,-1,NOT FOUND in master list
مهم,1,NOT FOUND in master list
مهمة,1,NOT FOUND in master list
موسوعة,1,NOT FOUND in master list
ميستحق,-1,NOT FOUND in master list
مينفعش متتقريش,1,NOT FOUND in master list
نايس,1,NOT FOUND in master list
نبؤة,1,NOT FOUND in master list
نجمة واحدة,-1,NOT FOUND in master list
نجمتان,-1,NOT FOUND in master list
نجمتين,-1,NOT FOUND in master list
نجمه,-1,NOT FOUND in master list
نجوم للقبح,-1,NOT FOUND in master list
ندم,-1,NOT FOUND in master list
ندم الواقعي,1,NOT FOUND in master list
ندماان,-1,NOT FOUND in master list
ندماان اني,-1,NOT FOUND in master list
ندمان,-1,NOT FOUND in master list
ندمان عليها,-1,NOT FOUND in master list
ندمت,-1,NOT FOUND in master list
نسيان محتويات,-1,NOT FOUND in master list
نمطية جدا,-1,NOT FOUND in master list
نهاية صادمة,-1,NOT FOUND in master list
نهايه رخمااه,-1,NOT FOUND in master list
هاايل,1,NOT FOUND in master list
هايلة,1,NOT FOUND in master list
هذا فراق,-1,NOT FOUND in master list
هذي والله,-1,NOT FOUND in master list
هذيان,-1,NOT FOUND in master list
هراء,-1,NOT FOUND in master list
و حزينة,-1,NOT FOUND in master list
و خرى,-1,NOT FOUND in master list
و دوشة,-1,NOT FOUND in master list
و مش,1,NOT FOUND in master list
و ممطوطة,-1,NOT FOUND in master list
و ندمان,-1,NOT FOUND in master list
و هيصة,-1,NOT FOUND in master list
و وميستاهل,-1,NOT FOUND in master list
و ياليتني,-1,NOT FOUND in master list
وابهرتنى قصة,1,NOT FOUND in master list
واحداثها جذبتني,1,NOT FOUND in master list
واخر,-1,NOT FOUND in master list
واعتيادية !,-1,NOT FOUND in master list
واقعي,1,NOT FOUND in master list
واقعية,1,NOT FOUND in master list
والمبالغة,-1,NOT FOUND in master list
والمبالغة الكثير,-1,NOT FOUND in master list
وبه فائدة,1,NOT FOUND in master list
وتستحق,1,NOT FOUND in master list
وتعبلي,-1,NOT FOUND in master list
وتعبلي اعصابي,-1,NOT FOUND in master list
وجعلك تصدقها,-1,NOT FOUND in master list
وجميل,1,NOT FOUND in master list
وحشة,-1,NOT FOUND in master list
وحششة,-1,NOT FOUND in master list
وحشه اوي,-1,NOT FOUND in master list
وخفيف,1,NOT FOUND in master list
ودي,-1,NOT FOUND in master list
ورائع,1,NOT FOUND in master list
ورائعة,1,NOT FOUND in master list
وزهقت,-1,NOT FOUND in master list
وسلبية جدا,-1,NOT FOUND in master list
وضجة,-1,NOT FOUND in master list
وفارغة .,-1,NOT FOUND in master list
وقتك,-1,NOT FOUND in master list
وقتك الكثير,-1,NOT FOUND in master list
وقح,-1,NOT FOUND in master list
وكم بشعة,-1,NOT FOUND in master list
ولا أنصح,-1,NOT FOUND in master list
ولا احلى,1,NOT FOUND in master list
ولا يستحق,-1,NOT FOUND in master list
ولاهدف,-1,NOT FOUND in master list
ولاهدف من,-1,NOT FOUND in master list
ولذيذ,1,NOT FOUND in master list
ومش ملل,1,NOT FOUND in master list
ومشكلة التكرار,-1,NOT FOUND in master list
وممتع,1,NOT FOUND in master list
وممتعة,1,NOT FOUND in master list
وممتعه,1,NOT FOUND in master list
وممل,-1,NOT FOUND in master list
ومملة,-1,NOT FOUND in master list
وميستاهل,-1,NOT FOUND in master list
وميستاهلش,-1,NOT FOUND in master list
ونهايتها كئيبة,-1,NOT FOUND in master list
ويستحق,1,NOT FOUND in master list
يا خسارة,-1,NOT FOUND in master list
يارتنى ماكنت,-1,NOT FOUND in master list
يتكلم نسكت,1,NOT FOUND in master list
يجنن,1,NOT FOUND in master list
يحبس الانفاس,1,NOT FOUND in master list
يحدث,1,NOT FOUND in master list
يحمل,-1,NOT FOUND in master list
يخخ,-1,NOT FOUND in master list
يرقى,1,NOT FOUND in master list
يستاهل,1,NOT FOUND in master list
يستحق,1,NOT FOUND in master list
يستحق القراءة,1,NOT FOUND in master list
يستحق القراءه,1,NOT FOUND in master list
يضر,-1,NOT FOUND in master list
يعجبه,-1,NOT FOUND in master list
يفتقد,-1,NOT FOUND in master list
يفتقر,-1,NOT FOUND in master list
يقنعني بموهبة,-1,NOT FOUND in master list
ينجح,1,NOT FOUND in master list
